Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,class
0.59919,0.776298,0.831997,0.478004,0.890193,0.613133,0.111259,Cammeo
0.585548,0.688396,0.710637,0.550149,0.801102,0.594585,0.518846,Cammeo
0.606319,0.734206,0.693459,0.613533,0.754228,0.632472,0.766945,Cammeo
0.560641,0.672251,0.617836,0.610405,0.715083,0.581136,0.227628,Cammeo
0.572346,0.674242,0.664754,0.574845,0.763649,0.581927,0.803134,Cammeo
0.483014,0.621075,0.572104,0.541509,0.735388,0.497539,0.149561,Cammeo
0.510385,0.567844,0.546631,0.575487,0.696926,0.513274,0.829941,Cammeo
0.642405,0.735917,0.730664,0.613544,0.772921,0.645921,0.547479,Cammeo
0.377134,0.513763,0.603814,0.331726,0.879976,0.383351,0.703452,Cammeo
0.508889,0.598291,0.593882,0.534063,0.752386,0.515295,0.502816,Cammeo
0.485038,0.572307,0.560429,0.538765,0.730596,0.487781,0.348335,Cammeo
0.469548,0.5535,0.518551,0.540415,0.704613,0.481101,0.269056,Cammeo
0.518043,0.617985,0.613957,0.532805,0.76391,0.525404,0.788495,Cammeo
0.388312,0.471761,0.488688,0.443279,0.754943,0.393987,0.710861,Cammeo
0.410315,0.528488,0.536792,0.439652,0.783584,0.42616,0.126475,Cammeo
0.564953,0.648464,0.599579,0.624136,0.694996,0.579026,0.193801,Cammeo
0.612568,0.798459,0.75824,0.574832,0.808579,0.6359,0.089574,Cammeo
0.572434,0.68472,0.666559,0.577336,0.763016,0.594321,0.144824,Cammeo
0.760165,0.886082,0.840328,0.700754,0.774032,0.780767,0.455386,Cammeo
0.485214,0.584834,0.579177,0.517229,0.755455,0.497451,0.437259,Cammeo
0.581764,0.684393,0.653286,0.592277,0.746605,0.589399,0.265482,Cammeo
0.550519,0.712621,0.716003,0.508191,0.827829,0.573488,0.099589,Cammeo
0.534413,0.710171,0.709001,0.487222,0.836673,0.557489,0.080138,Cammeo
0.676553,0.776436,0.779723,0.626687,0.788547,0.686181,0.136981,Cammeo
0.540134,0.645453,0.629833,0.559167,0.755377,0.553885,0.802933,Cammeo
0.61336,0.723126,0.673748,0.650155,0.720304,0.633527,0.257267,Cammeo
0.502728,0.639522,0.643349,0.491669,0.804243,0.509318,0.503689,Cammeo
0.796603,0.893882,0.844313,0.748601,0.748118,0.806698,0.187191,Cammeo
0.6138,0.676624,0.652675,0.652185,0.707082,0.621923,0.263804,Cammeo
0.421845,0.569022,0.627699,0.380794,0.862212,0.428358,0.615636,Cammeo
0.56777,0.694337,0.68344,0.55434,0.785632,0.581312,0.438612,Cammeo
0.415068,0.501331,0.484385,0.489187,0.72029,0.435127,0.424201,Cammeo
0.663792,0.793283,0.737777,0.653007,0.75248,0.683368,0.206807,Cammeo
0.46101,0.503253,0.409192,0.6288,0.557863,0.473892,0.543514,Cammeo
0.459074,0.553178,0.543261,0.509084,0.740972,0.473013,0.29922,Cammeo
0.398521,0.458922,0.484385,0.449923,0.747898,0.416579,0.399459,Cammeo
0.643989,0.799246,0.790106,0.593766,0.812026,0.656382,0.823037,Cammeo
0.614328,0.706949,0.665203,0.645495,0.718597,0.632032,0.203064,Cammeo
0.537405,0.647064,0.658681,0.520439,0.79418,0.540524,0.192299,Cammeo
0.452473,0.560202,0.511412,0.536516,0.703006,0.474244,0.597816,Cammeo
0.432494,0.546703,0.545957,0.469878,0.768666,0.445763,0.640007,Cammeo
0.658423,0.747357,0.689651,0.674713,0.71313,0.674578,0.609158,Cammeo
0.522971,0.641307,0.643319,0.523877,0.784535,0.537975,0.823571,Cammeo
0.631755,0.727974,0.685426,0.653087,0.724834,0.651195,0.315324,Cammeo
0.588893,0.721637,0.697805,0.581047,0.77645,0.600035,0.394738,Cammeo
0.498504,0.636454,0.668013,0.46123,0.833586,0.504483,0.107961,Cammeo
0.705598,0.846894,0.82098,0.651637,0.793155,0.726178,0.784552,Cammeo
0.332776,0.476165,0.528209,0.329867,0.84832,0.347046,0.484739,Cammeo
0.497008,0.577546,0.58911,0.524042,0.756362,0.503868,0.644897,Cammeo
0.43047,0.530431,0.450626,0.576023,0.632941,0.458685,0.247959,Cammeo
0.612392,0.723364,0.702676,0.608016,0.762361,0.625264,0.167429,Cammeo
0.748108,0.829561,0.742567,0.777185,0.675997,0.769691,0.501117,Cammeo
0.579211,0.651025,0.639347,0.599124,0.734635,0.581751,0.243884,Cammeo
0.638532,0.736915,0.73737,0.613293,0.776338,0.646537,0.786426,Cammeo
0.537845,0.619253,0.628519,0.54327,0.764844,0.542458,0.486074,Cammeo
0.787625,0.867439,0.79427,0.783364,0.701097,0.80494,0.366368,Cammeo
0.365341,0.389097,0.346256,0.523451,0.59734,0.373769,0.274312,Cammeo
0.483982,0.572613,0.529456,0.571031,0.689461,0.498066,0.336498,Cammeo
0.66916,0.770177,0.703695,0.68685,0.713047,0.692247,0.213531,Cammeo
0.597518,0.627402,0.54627,0.723294,0.586597,0.613309,0.304506,Cammeo
0.519275,0.667873,0.647336,0.516218,0.79123,0.539645,0.281992,Cammeo
0.563985,0.624059,0.589144,0.623358,0.689229,0.573049,0.600388,Cammeo
0.522795,0.613929,0.569601,0.585678,0.703699,0.53525,0.553909,Cammeo
0.534237,0.631928,0.584333,0.594132,0.706623,0.557753,0.349729,Cammeo
0.779968,0.797535,0.696463,0.845437,0.600064,0.786041,0.281813,Cammeo
0.560905,0.736546,0.712533,0.528605,0.814556,0.590805,0.137737,Cammeo
0.505017,0.57152,0.529299,0.589079,0.676303,0.519075,0.544451,Cammeo
0.603063,0.696925,0.6658,0.631346,0.728163,0.614012,0.273567,Cammeo
0.546823,0.635762,0.576357,0.634478,0.673455,0.566456,0.76926,Cammeo
0.653142,0.753995,0.678151,0.694871,0.693271,0.681523,0.63158,Cammeo
0.667488,0.778126,0.676916,0.714161,0.67956,0.697345,0.212028,Cammeo
0.522179,0.579727,0.535051,0.609278,0.665254,0.532964,0.623147,Cammeo
0.375286,0.514946,0.585051,0.338688,0.86819,0.385461,0.649953,Cammeo
0.605791,0.68228,0.601463,0.687383,0.651523,0.624385,0.578446,Cammeo
0.689843,0.856654,0.871467,0.580181,0.853004,0.705872,0.212389,Cammeo
0.605791,0.625939,0.588029,0.684214,0.645078,0.609793,0.786559,Cammeo
0.561697,0.65928,0.660737,0.557527,0.772408,0.572697,0.250178,Cammeo
0.603151,0.672758,0.656148,0.623658,0.72786,0.609617,0.817187,Cammeo
0.570938,0.726247,0.707235,0.552386,0.798189,0.58597,0.117589,Cammeo
0.634395,0.655768,0.626175,0.687753,0.666913,0.639856,0.79101,Cammeo
0.517338,0.6986,0.678901,0.506346,0.812179,0.537447,0.098046,Cammeo
0.616881,0.712077,0.685302,0.618318,0.746977,0.637131,0.369283,Cammeo
0.622426,0.740512,0.671643,0.665293,0.70919,0.647152,0.236921,Cammeo
0.608168,0.657347,0.608971,0.669019,0.669379,0.614891,0.681998,Cammeo
0.666696,0.744743,0.681654,0.714055,0.68244,0.683281,0.573698,Cammeo
0.707886,0.826851,0.760243,0.702927,0.733257,0.730134,0.465448,Cammeo
0.557648,0.655245,0.620361,0.595407,0.726542,0.572873,0.514192,Cammeo
0.676817,0.802557,0.747815,0.661152,0.752579,0.692774,0.126011,Cammeo
0.576483,0.634901,0.574133,0.655024,0.657248,0.585443,0.336256,Cammeo
0.657895,0.767758,0.716953,0.658217,0.738482,0.664733,0.618725,Cammeo
0.520683,0.629256,0.634203,0.533499,0.773948,0.528217,0.13849,Cammeo
0.55624,0.726073,0.717965,0.504933,0.830539,0.582015,0.083608,Cammeo
0.728657,0.829867,0.805952,0.683432,0.767843,0.734089,0.561062,Cammeo
0.62225,0.753779,0.700318,0.626901,0.749422,0.655063,0.527097,Cammeo
0.554832,0.679872,0.659697,0.551787,0.775447,0.570587,0.148884,Cammeo
0.37247,0.496472,0.505833,0.409108,0.787287,0.384933,0.475827,Cammeo
0.368597,0.472706,0.452513,0.444018,0.733297,0.38634,0.136413,Cammeo
0.350907,0.463474,0.473842,0.404954,0.772802,0.362957,0.226962,Cammeo
0.501056,0.543127,0.521828,0.589223,0.671383,0.505714,0.588129,Cammeo
0.551751,0.691021,0.658584,0.556232,0.772125,0.568917,0.390465,Cammeo
0.47518,0.558697,0.524437,0.547585,0.703119,0.489188,0.282675,Cammeo
0.708414,0.759155,0.640145,0.82317,0.577625,0.739012,0.616021,Cammeo
0.490231,0.616913,0.612525,0.491518,0.789281,0.502461,0.205033,Cammeo
0.619169,0.688919,0.654259,0.660863,0.702192,0.630626,0.819934,Cammeo
0.519187,0.561396,0.5132,0.624338,0.639412,0.521976,0.325526,Cammeo
0.589685,0.702059,0.614246,0.655564,0.682062,0.609617,0.173157,Cammeo
0.669776,0.737755,0.671896,0.715014,0.675982,0.687236,0.393681,Cammeo
0.521475,0.629446,0.573452,0.591486,0.701968,0.54571,0.27984,Cammeo
0.604823,0.781543,0.813571,0.507738,0.868167,0.613572,0.123214,Cammeo
0.530628,0.555898,0.481259,0.663192,0.585954,0.532525,0.357216,Cammeo
0.477293,0.581861,0.558623,0.524884,0.738975,0.483122,0.519865,Cammeo
0.391128,0.62484,0.759747,0.234069,0.982735,0.390735,0.463768,Cammeo
0.589069,0.681113,0.582802,0.682836,0.642645,0.612518,0.327022,Cammeo
0.465851,0.505619,0.498322,0.5392,0.692893,0.467651,0.331301,Cammeo
0.516898,0.644719,0.540135,0.620138,0.660597,0.54738,0.443143,Cammeo
0.570674,0.641836,0.574786,0.663996,0.651146,0.588871,0.601914,Cammeo
0.581852,0.63985,0.614762,0.623934,0.704141,0.588168,0.238181,Cammeo
0.58018,0.64859,0.583771,0.657386,0.661744,0.591333,0.238742,Cammeo
0.591533,0.679196,0.66706,0.59435,0.752564,0.596607,0.235382,Cammeo
0.585636,0.677337,0.630083,0.626991,0.710974,0.607771,0.759769,Cammeo
0.499472,0.639343,0.613188,0.516803,0.773712,0.518108,0.57649,Cammeo
0.602711,0.70368,0.692034,0.595083,0.76496,0.607683,0.142365,Cammeo
0.616969,0.70997,0.676599,0.62847,0.735888,0.638449,0.755271,Cammeo
0.476765,0.58222,0.582857,0.48954,0.7754,0.485232,0.395552,Cammeo
0.394121,0.43645,0.389689,0.539204,0.617809,0.400141,0.272649,Cammeo
0.519187,0.590855,0.590358,0.549766,0.740095,0.527866,0.182433,Cammeo
0.726809,0.857673,0.845446,0.647213,0.806481,0.74077,0.184784,Cammeo
0.497624,0.615276,0.557725,0.558476,0.715503,0.517229,0.532661,Cammeo
0.570322,0.713852,0.730111,0.519343,0.827678,0.57507,0.663986,Cammeo
0.726985,0.820075,0.78368,0.700519,0.746735,0.739451,0.88346,Cammeo
0.628587,0.662612,0.579817,0.734746,0.601878,0.642669,0.307311,Cammeo
0.674001,0.837557,0.810572,0.617427,0.807772,0.697082,0.37918,Cammeo
0.520771,0.614209,0.581242,0.573052,0.719254,0.535689,0.199818,Cammeo
0.788065,0.829809,0.720976,0.836445,0.622514,0.799666,0.250252,Cammeo
0.42871,0.650122,0.682153,0.360438,0.895236,0.444796,0.001822,Cammeo
0.595406,0.685972,0.631065,0.637714,0.704317,0.616034,0.183602,Cammeo
0.641436,0.765709,0.705151,0.662679,0.72938,0.663766,0.354666,Cammeo
0.503256,0.589054,0.555966,0.560221,0.713254,0.518899,0.189509,Cammeo
0.559937,0.609213,0.574456,0.628715,0.676371,0.566192,0.483142,Cammeo
0.427742,0.564723,0.632015,0.390826,0.858337,0.438115,0.091171,Cammeo
0.444552,0.564137,0.524723,0.526965,0.717851,0.4673,0.420324,Cammeo
0.463739,0.571721,0.555468,0.509053,0.747852,0.473013,0.163409,Cammeo
0.663264,0.800149,0.777738,0.616956,0.793256,0.68416,0.143232,Cammeo
0.317726,0.394674,0.392661,0.404463,0.725314,0.331136,0.312988,Cammeo
0.746876,0.870438,0.829464,0.687669,0.776485,0.763098,0.834998,Cammeo
0.726809,0.835154,0.823034,0.667161,0.785262,0.729782,0.163563,Cammeo
0.37423,0.553003,0.601479,0.351841,0.867617,0.388098,0.143206,Cammeo
0.622162,0.712157,0.714714,0.609024,0.767785,0.633615,0.623644,Cammeo
0.737986,0.864381,0.846468,0.658015,0.800945,0.75378,0.307088,Cammeo
0.704629,0.820915,0.734011,0.714881,0.711698,0.722486,0.544917,Cammeo
0.659303,0.769068,0.73877,0.638956,0.761557,0.672644,0.545058,Cammeo
0.467347,0.511054,0.496643,0.557506,0.678402,0.46897,0.245607,Cammeo
0.556768,0.689336,0.638754,0.570796,0.752646,0.567247,0.182586,Cammeo
0.523851,0.623958,0.596369,0.579671,0.723476,0.529184,0.180882,Cammeo
0.589949,0.697987,0.666724,0.605734,0.745151,0.605134,0.198551,Cammeo
0.572963,0.589656,0.480293,0.738866,0.52242,0.582278,0.331646,Cammeo
0.682978,0.786365,0.745386,0.668347,0.746935,0.700334,0.569235,Cammeo
0.587573,0.693989,0.653114,0.607359,0.736795,0.598277,0.521718,Cammeo
0.555888,0.715901,0.723847,0.513924,0.82801,0.569357,0.099494,Cammeo
0.535821,0.651268,0.591724,0.587392,0.715572,0.555468,0.640427,Cammeo
0.65543,0.727789,0.754014,0.62203,0.779155,0.664205,0.900414,Cammeo
0.744059,0.843921,0.810179,0.699865,0.760217,0.757736,0.147479,Cammeo
0.438743,0.612878,0.645376,0.390091,0.864385,0.446115,0.54309,Cammeo
0.591181,0.668269,0.607881,0.656536,0.677483,0.603288,0.32885,Cammeo
0.68113,0.749723,0.683797,0.721547,0.67865,0.69084,0.71615,Cammeo
0.688435,0.861444,0.898483,0.558407,0.874225,0.706224,0.479023,Cammeo
0.709206,0.705391,0.60766,0.82232,0.554616,0.717387,0.504922,Cammeo
0.678138,0.721806,0.686502,0.705907,0.690749,0.679149,0.213315,Cammeo
0.798627,0.934211,0.901682,0.698962,0.802459,0.811181,0.431003,Cammeo
0.6395,0.758104,0.739513,0.614907,0.776411,0.663854,0.826575,Cammeo
0.58502,0.669689,0.638319,0.620439,0.720036,0.588168,0.188168,Cammeo
0.640204,0.743824,0.693435,0.672599,0.716607,0.663766,0.762588,Cammeo
0.60896,0.690197,0.662409,0.630706,0.726715,0.615418,0.336071,Cammeo
0.416124,0.543481,0.560896,0.43761,0.797272,0.43038,0.383709,Cammeo
0.640468,0.713804,0.686943,0.65123,0.72686,0.64302,0.202151,Cammeo
0.555096,0.614056,0.599253,0.591352,0.717242,0.559072,0.773097,Cammeo
0.870093,0.939016,0.90663,0.786899,0.755818,0.872627,0.719787,Cammeo
0.67893,0.77107,0.705934,0.69964,0.705978,0.695851,0.670709,Cammeo
0.65147,0.763956,0.766317,0.605759,0.794463,0.65981,0.620737,Cammeo
0.412955,0.478088,0.488709,0.481294,0.728489,0.416755,0.831359,Cammeo
0.783489,0.870227,0.821877,0.763301,0.728095,0.798172,0.707607,Cammeo
0.777592,0.823873,0.679374,0.858366,0.578934,0.799051,0.302915,Cammeo
0.585548,0.649974,0.595326,0.65733,0.66911,0.59775,0.326147,Cammeo
0.531421,0.659026,0.64099,0.539011,0.773948,0.541491,0.132908,Cammeo
0.606231,0.70481,0.710299,0.581176,0.782479,0.605749,0.207299,Cammeo
0.56601,0.719535,0.734997,0.525825,0.826146,0.577971,0.781147,Cammeo
0.603679,0.626166,0.55375,0.71085,0.601665,0.608474,0.439608,Cammeo
0.413043,0.507933,0.503946,0.456076,0.754809,0.418161,0.214027,Cammeo
0.573755,0.66078,0.618859,0.615694,0.712109,0.591157,0.192296,Cammeo
0.628058,0.735643,0.696733,0.640772,0.738806,0.637658,0.1889,Cammeo
0.368245,0.498653,0.520986,0.385075,0.810604,0.372099,0.599274,Cammeo
0.465059,0.646451,0.71761,0.37326,0.90179,0.468706,0.039966,Cammeo
0.642669,0.683727,0.600544,0.748594,0.605917,0.659371,0.498069,Cammeo
0.660975,0.730192,0.665478,0.698259,0.683547,0.668425,0.603262,Cammeo
0.513466,0.537244,0.505426,0.628641,0.630745,0.516174,0.317188,Cammeo
0.440415,0.451449,0.422,0.579771,0.608932,0.443917,0.425686,Cammeo
0.749516,0.8837,0.892601,0.637654,0.831416,0.760109,0.160717,Cammeo
0.664848,0.761527,0.750093,0.630374,0.772302,0.668425,0.283426,Cammeo
0.517779,0.510827,0.415013,0.70507,0.495897,0.524174,0.380671,Cammeo
0.652174,0.759504,0.745931,0.6186,0.777309,0.658843,0.489239,Cammeo
0.429326,0.58363,0.609628,0.403196,0.841407,0.438731,0.163465,Cammeo
0.479757,0.533558,0.492391,0.588257,0.65258,0.49244,0.500608,Cammeo
0.668544,0.797038,0.724209,0.669866,0.734987,0.702883,0.251138,Cammeo
0.660447,0.787849,0.786295,0.603181,0.80502,0.671414,0.519222,Cammeo
0.527108,0.525123,0.46772,0.684471,0.558005,0.526283,0.831984,Cammeo
0.388224,0.477126,0.499482,0.446413,0.758882,0.390999,0.114094,Cammeo
0.452473,0.443859,0.401813,0.612792,0.565556,0.450598,0.387269,Cammeo
0.379159,0.452616,0.408426,0.500766,0.662267,0.394691,0.730714,Cammeo
0.534765,0.622612,0.596612,0.571127,0.729353,0.545271,0.778651,Cammeo
0.56601,0.637378,0.632325,0.598776,0.730991,0.571203,0.757625,Cammeo
0.644165,0.778791,0.743144,0.622117,0.773862,0.657437,0.226364,Cammeo
0.590741,0.695293,0.624176,0.640147,0.698632,0.620253,0.643872,Cammeo
0.563545,0.645316,0.634832,0.582633,0.742909,0.576125,0.230211,Cammeo
0.516986,0.623715,0.581272,0.564644,0.724984,0.532788,0.314215,Cammeo
0.57261,0.549481,0.474987,0.740604,0.516508,0.574543,0.353942,Cammeo
0.849058,0.855006,0.690224,0.961011,0.508857,0.867001,0.299057,Cammeo
0.627002,0.712077,0.575695,0.752987,0.584954,0.667546,0.328468,Cammeo
0.41718,0.432314,0.436534,0.523814,0.663765,0.417809,0.640089,Cammeo
0.661943,0.678573,0.610482,0.746154,0.614569,0.66315,0.80615,Cammeo
0.777944,0.758284,0.659059,0.874499,0.552296,0.783404,0.596999,Cammeo
0.492079,0.55745,0.527815,0.563526,0.693824,0.49956,0.450779,Cammeo
0.45837,0.552116,0.594084,0.451503,0.805024,0.463256,0.774193,Cammeo
0.826703,0.971903,0.969222,0.690452,0.834528,0.832103,0.424958,Cammeo
0.700493,0.782795,0.754062,0.686147,0.740427,0.715454,0.280839,Cammeo
0.467171,0.45372,0.416452,0.623649,0.568137,0.466508,0.58583,Cammeo
0.60896,0.671575,0.672767,0.620944,0.738653,0.609529,0.217599,Cammeo
0.838585,0.852144,0.756251,0.87961,0.614971,0.852233,0.816637,Cammeo
0.555096,0.617161,0.646528,0.552222,0.76849,0.555468,0.422974,Cammeo
0.420084,0.475595,0.481386,0.493079,0.715679,0.42827,0.741731,Cammeo
0.854779,0.851367,0.743924,0.913034,0.583316,0.865155,0.452268,Cammeo
0.750572,0.864338,0.833544,0.689665,0.777237,0.762043,0.396851,Cammeo
0.638532,0.648612,0.565138,0.75514,0.575559,0.653921,0.559979,Cammeo
0.651822,0.771165,0.72303,0.649376,0.747171,0.670183,0.430931,Cammeo
0.696092,0.781516,0.728648,0.708679,0.712732,0.711674,0.233191,Cammeo
0.454585,0.448956,0.444093,0.577915,0.626743,0.45262,0.687421,Cammeo
0.813853,0.897706,0.827045,0.794647,0.711622,0.830696,0.387091,Cammeo
0.568914,0.615931,0.533966,0.686364,0.606421,0.595025,0.690832,Cammeo
0.649181,0.754798,0.71218,0.651608,0.740125,0.674139,0.268325,Cammeo
0.669512,0.816632,0.784626,0.621522,0.79379,0.691632,0.561952,Cammeo
0.62709,0.647128,0.609494,0.695997,0.650505,0.634054,0.421077,Cammeo
0.66388,0.817678,0.847558,0.560386,0.853953,0.665348,0.816082,Cammeo
1,0.964615,0.873328,0.987626,0.614711,1,0.843455,Cammeo
0.568738,0.642902,0.496881,0.736164,0.538257,0.606452,0.353382,Cammeo
0.759109,0.865564,0.817773,0.717595,0.753438,0.783755,0.288566,Cammeo
0.73517,0.802351,0.736949,0.764,0.68144,0.749385,0.606206,Cammeo
0.794666,0.903082,0.865962,0.727799,0.770488,0.80916,0.271633,Cammeo
0.736138,0.892847,0.920892,0.604845,0.859308,0.749648,0.867938,Cammeo
0.656222,0.745762,0.698198,0.679817,0.714561,0.677567,0.229222,Cammeo
0.646101,0.671971,0.61661,0.720527,0.637439,0.649437,0.810465,Cammeo
0.412603,0.604259,0.669718,0.334806,0.904101,0.430643,0.054412,Cammeo
0.861116,0.977011,1,0.696949,0.843063,0.861726,0.890131,Cammeo
0.812973,0.921002,0.905264,0.712986,0.79638,0.819093,0.206974,Cammeo
0.65279,0.82231,0.799602,0.587438,0.819695,0.678182,0.669635,Cammeo
0.869037,0.964916,0.925832,0.768784,0.77481,0.88212,0.567991,Cammeo
0.793786,0.845135,0.808034,0.764327,0.7203,0.794128,0.261038,Cammeo
0.510562,0.820651,0.930341,0.301069,1,0.515295,0.262359,Cammeo
0.640116,0.813944,0.798922,0.568107,0.83006,0.652866,0.195108,Cammeo
0.724784,0.748688,0.64219,0.818251,0.582775,0.738748,0.312126,Cammeo
0.617849,0.688333,0.656278,0.64401,0.714563,0.625527,0.297268,Cammeo
0.620489,0.618582,0.505003,0.799827,0.491027,0.623418,0.358669,Cammeo
0.706742,0.835676,0.818114,0.641016,0.797869,0.718882,0.155861,Cammeo
0.47342,0.607238,0.641007,0.441151,0.833212,0.479782,0.668859,Cammeo
0.788065,0.78056,0.662229,0.910472,0.526913,0.796326,0.772083,Cammeo
0.744147,0.892948,0.825714,0.699098,0.768117,0.768548,0.314702,Cammeo
0.609576,0.741341,0.766336,0.546964,0.827866,0.615594,0.214772,Cammeo
0.661855,0.713165,0.590216,0.788603,0.567952,0.690225,0.527447,Cammeo
0.583524,0.666214,0.657028,0.591771,0.748917,0.588959,0.413647,Cammeo
0.53943,0.601998,0.529899,0.660125,0.623718,0.558544,0.775704,Cammeo
0.704101,0.827501,0.744834,0.712734,0.718948,0.719497,0.187667,Cammeo
0.81975,0.837868,0.695656,0.922151,0.54278,0.836058,0.420176,Cammeo
0.766326,0.920226,0.894422,0.65794,0.821431,0.789557,0.20186,Cammeo
0.667312,0.761141,0.760678,0.623697,0.781348,0.671238,0.261804,Cammeo
0.720912,0.744045,0.684079,0.769145,0.646146,0.723189,0.712788,Cammeo
0.407499,0.516715,0.52899,0.432252,0.784314,0.418952,0.240573,Cammeo
0.80338,0.894933,0.826863,0.772915,0.724818,0.816016,0.197336,Cammeo
0.819486,0.846973,0.793586,0.809397,0.684164,0.824631,0.315865,Cammeo
0.480725,0.590749,0.559279,0.526421,0.738309,0.496923,0.215135,Cammeo
0.659303,0.755833,0.712883,0.661534,0.73424,0.676248,0.562916,Cammeo
0.698381,0.705555,0.630508,0.794534,0.592354,0.700158,0.285317,Cammeo
0.489174,0.664883,0.634308,0.485645,0.803566,0.50756,0.076184,Cammeo
0.634395,0.711417,0.666909,0.669719,0.70356,0.648998,0.573252,Cammeo
0.338409,0.460443,0.501013,0.353969,0.820453,0.348892,0.406288,Cammeo
0.59611,0.676819,0.540617,0.735449,0.572828,0.624033,0.714972,Cammeo
0.642405,0.745714,0.723374,0.621097,0.764742,0.65058,0.227703,Cammeo
0.559585,0.615371,0.579681,0.633446,0.676275,0.572961,0.633776,Cammeo
0.695564,0.748878,0.674985,0.745487,0.656922,0.70763,0.236558,Cammeo
0.65015,0.758331,0.686752,0.677016,0.710001,0.668776,0.378915,Cammeo
0.388576,0.51623,0.522751,0.412794,0.793713,0.405591,0.212259,Cammeo
0.712287,0.750024,0.694356,0.744523,0.669387,0.715102,0.798873,Cammeo
0.704189,0.707076,0.564736,0.877142,0.475856,0.721959,0.357605,Cammeo
0.726633,0.815496,0.789707,0.682444,0.760569,0.734441,0.779804,Cammeo
0.552104,0.699883,0.652023,0.569099,0.760691,0.575334,0.375248,Cammeo
0.504401,0.587063,0.580792,0.532571,0.746211,0.508966,0.479075,Cammeo
0.596814,0.729041,0.653706,0.650427,0.708844,0.624736,0.190187,Cammeo
0.548143,0.64895,0.588975,0.610587,0.698018,0.568653,0.20506,Cammeo
0.536261,0.602484,0.586969,0.589695,0.711225,0.539381,0.493275,Cammeo
0.550783,0.686162,0.731349,0.478267,0.851121,0.557929,0.847935,Cammeo
0.543478,0.660944,0.687374,0.507227,0.815555,0.549051,0.160004,Cammeo
0.591005,0.672726,0.666285,0.595032,0.751725,0.594409,0.292707,Cammeo
0.497184,0.627164,0.611572,0.503144,0.781517,0.515295,0.395963,Cammeo
0.756469,0.793426,0.729157,0.773097,0.67086,0.763098,0.273211,Cammeo
0.463739,0.528509,0.516722,0.527008,0.713014,0.464047,0.271577,Cammeo
0.442176,0.515738,0.463117,0.550917,0.661102,0.458245,0.665109,Cammeo
0.57261,0.656893,0.600669,0.63266,0.689742,0.585883,0.192112,Cammeo
0.594438,0.692288,0.657311,0.607027,0.739282,0.612869,0.431115,Cammeo
0.446664,0.508049,0.462883,0.563819,0.651055,0.456048,0.650337,Cammeo
0.713255,0.685533,0.579142,0.864273,0.498624,0.717036,0.374939,Cammeo
0.373702,0.490425,0.536867,0.372189,0.826451,0.374912,0.20003,Cammeo
0.673121,0.688919,0.640574,0.734769,0.64276,0.676512,0.733112,Cammeo
0.472628,0.623309,0.559338,0.526873,0.738037,0.512834,0.622967,Cammeo
0.543302,0.578158,0.497164,0.686442,0.579246,0.555995,0.669085,Cammeo
0.525348,0.593775,0.533801,0.622956,0.654343,0.54738,0.199965,Cammeo
0.590565,0.724911,0.678295,0.597996,0.756117,0.618847,0.545175,Cammeo
0.529484,0.644297,0.654577,0.509826,0.798636,0.535777,0.28516,Cammeo
0.642405,0.739952,0.691967,0.658424,0.724965,0.668425,0.251879,Cammeo
0.701549,0.782388,0.729817,0.736703,0.695258,0.708421,0.7741,Cammeo
0.500792,0.569803,0.515006,0.594166,0.663274,0.514592,0.220665,Cammeo
0.749164,0.853702,0.774959,0.742929,0.716097,0.776899,0.163197,Cammeo
0.523059,0.635588,0.616163,0.546112,0.75652,0.537887,0.757701,Cammeo
0.705686,0.769248,0.738616,0.701202,0.7229,0.711322,0.757971,Cammeo
0.534237,0.625537,0.594087,0.578131,0.723209,0.547908,0.820834,Cammeo
0.556592,0.695753,0.659951,0.578897,0.758621,0.573136,0.215099,Cammeo
0.590917,0.643409,0.585881,0.665447,0.657291,0.606892,0.70716,Cammeo
0.445432,0.551873,0.559154,0.475828,0.771813,0.456751,0.238255,Cammeo
0.503168,0.603836,0.591346,0.524222,0.757447,0.513274,0.601723,Cammeo
0.647685,0.805404,0.814411,0.555812,0.843139,0.658579,0.55612,Cammeo
0.580444,0.767146,0.733881,0.545981,0.814163,0.614715,0.351594,Cammeo
0.529572,0.663061,0.669976,0.503307,0.809835,0.548435,0.798897,Cammeo
0.586252,0.664635,0.637241,0.6266,0.71533,0.595904,0.700654,Cammeo
0.607904,0.612339,0.551721,0.717922,0.594746,0.610584,0.287312,Cammeo
0.45617,0.588943,0.630837,0.429762,0.835316,0.462289,0.597238,Cammeo
0.633867,0.688877,0.663511,0.676405,0.697134,0.638274,0.844983,Cammeo
0.55888,0.632435,0.588584,0.620903,0.690603,0.572169,0.195622,Cammeo
0.639676,0.726305,0.647781,0.693483,0.676194,0.656733,0.629773,Cammeo
0.392096,0.573242,0.663319,0.31111,0.914156,0.3968,0.141164,Cammeo
0.685883,0.753647,0.716385,0.696292,0.713955,0.692774,0.816172,Cammeo
0.431174,0.512929,0.48939,0.51408,0.705501,0.441016,0.205529,Cammeo
0.463475,0.535802,0.489871,0.557825,0.673749,0.475475,0.288524,Cammeo
0.647509,0.741336,0.681149,0.677576,0.706472,0.668161,0.731295,Cammeo
0.653846,0.764299,0.7352,0.632413,0.763752,0.671414,0.654451,Cammeo
